Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%,Total,promo_flag,promo_q
Male,120-06-4233,C,Naypyitaw,Normal,Electronic accessories,30.61,6.0,9.183,183.66,0,0.25
Male,803-83-5989,C,Naypyitaw,Normal,Home and lifestyle,55.73,6.0,16.719,334.38,0,0.25
Male,199-75-8169,A,Yangon,Member,Sports and travel,15.81,10.0,7.905,158.1,1,0.25
Male,853-23-2453,B,Mandalay,Member,Health and beauty,75.74,4.0,15.148,302.96,0,0.25
Male,877-22-3308,A,Yangon,Member,Health and beauty,15.87,10.0,7.935,158.7,1,0.25
Male,232-11-3025,A,Yangon,Normal,Sports and travel,78.77,10.0,39.385,787.6999999999999,0,0.25
Male,393-65-2792,C,Naypyitaw,Normal,Food and beverages,89.48,10.0,44.74,894.8000000000001,0,0.25
Male,796-12-2025,C,Naypyitaw,Normal,Fashion accessories,62.12,10.0,31.06,621.1999999999999,0,0.25
Male,287-21-9091,A,Yangon,Normal,Home and lifestyle,74.67,9.0,336.015,672.03,0,0.25
Male,263-10-3913,C,Naypyitaw,Member,Fashion accessories,49.04,9.0,22.068,441.36,0,0.25
Male,480-63-2856,C,Naypyitaw,Normal,Food and beverages,19.25,8.0,7.7,154.0,1,0.25
Male,360-39-5055,C,Naypyitaw,Member,Sports and travel,48.91,5.0,12.2275,244.54999999999998,0,0.25
Male,362-58-8315,C,Naypyitaw,Normal,Fashion accessories,76.52,5.0,19.13,382.59999999999997,0,0.25
Male,633-44-8566,A,Yangon,Member,Food and beverages,49.38,7.0,17.283,345.66,0,0.25
Male,504-35-8843,A,Yangon,Normal,Sports and travel,42.47,1.0,2.1235,42.47,0,0.25
Male,152-08-9985,B,Mandalay,Member,Health and beauty,64.36,9.0,28.962,579.24,0,0.25
Male,512-91-0811,C,Naypyitaw,Normal,Health and beauty,89.75,1.0,4.4875,89.75,0,0.25
Male,594-34-4444,A,Yangon,Normal,Electronic accessories,97.16,1.0,4.858,97.16,0,0.25
Male,766-85-7061,B,Mandalay,Normal,Health and beauty,87.87,10.0,43.935,878.7,0,0.25
Male,865-92-6136,A,Yangon,Normal,Food and beverages,52.75,3.0,7.9125,158.25,0,0.25
Male,733-01-9107,B,Mandalay,Normal,Home and lifestyle,82.7,6.0,24.81,496.20000000000005,0,0.25
Male,163-56-7055,C,Naypyitaw,Member,Fashion accessories,48.71,1.0,2.4355,48.71,0,0.25
Male,189-98-2939,C,Naypyitaw,Normal,Fashion accessories,78.55,9.0,353.475,706.9499999999999,0,0.25
Male,212-62-1842,A,Yangon,Normal,Food and beverages,58.26,6.0,17.478,349.56,0,0.25
Male,716-39-1409,B,Mandalay,Normal,Health and beauty,30.35,7.0,10.6225,212.45000000000002,1,0.25
Male,704-48-3927,A,Yangon,Member,Electronic accessories,88.67,10.0,44.335,886.7,0,0.25
Male,628-34-3388,C,Naypyitaw,Normal,Fashion accessories,27.38,6.0,8.214,164.28,1,0.25
Male,630-74-5166,A,Yangon,Normal,Sports and travel,62.13,6.0,18.639,372.78000000000003,0,0.25
Male,861-77-0145,C,Naypyitaw,Member,Electronic accessories,81.97,10.0,40.985,819.7,0,0.25
Male,645-44-1170,A,Yangon,Member,Home and lifestyle,58.07,9.0,261.315,522.63,0,0.25
Male,291-32-1427,B,Mandalay,Member,Fashion accessories,21.94,5.0,5.485,109.7,1,0.25
Male,659-65-8956,B,Mandalay,Member,Fashion accessories,51.36,1.0,2.568,51.36,0,0.25
Male,378-24-2715,B,Mandalay,Normal,Home and lifestyle,53.44,2.0,5.344,106.88,0,0.25
Male,659-36-1684,C,Naypyitaw,Member,Sports and travel,57.12,7.0,19.992,399.84,0,0.25
Male,219-22-9386,B,Mandalay,Member,Sports and travel,99.96,9.0,44.982,899.64,0,0.25
Male,336-78-2147,C,Naypyitaw,Member,Home and lifestyle,63.91,8.0,25.564,511.28,0,0.25
Male,590-83-4591,B,Mandalay,Member,Electronic accessories,87.45,6.0,26.235,524.7,0,0.25
Male,597-78-7908,C,Naypyitaw,Normal,Fashion accessories,90.22,3.0,13.533,270.65999999999997,0,0.25
Male,241-72-9525,B,Mandalay,Normal,Sports and travel,51.91,10.0,25.955,519.0999999999999,0,0.25
Male,575-30-8091,A,Yangon,Normal,Sports and travel,72.5,8.0,29.0,580.0,0,0.25
Male,280-17-4359,C,Naypyitaw,Member,Health and beauty,90.5,10.0,45.25,905.0,0,0.25
Male,568-90-5112,C,Naypyitaw,Normal,Health and beauty,66.14,4.0,13.228,264.56,0,0.25
Male,262-47-2794,B,Mandalay,Member,Home and lifestyle,71.86,8.0,28.744,574.88,0,0.25
Male,238-49-0436,A,Yangon,Normal,Health and beauty,32.46,8.0,12.984,259.68,0,0.25
Male,584-86-7256,C,Naypyitaw,Member,Sports and travel,34.56,7.0,12.096,241.92000000000002,0,0.25
Male,746-94-0204,A,Yangon,Normal,Fashion accessories,83.24,9.0,37.458,749.16,0,0.25
Male,782-95-9291,A,Yangon,Member,Food and beverages,92.29,5.0,230.725,461.45000000000005,0,0.25
Male,279-74-2924,B,Mandalay,Member,Electronic accessories,72.17,1.0,3.6085,72.17,0,0.25
Male,307-85-2293,B,Mandalay,Normal,Home and lifestyle,50.28,5.0,12.57,251.4,0,0.25
Male,743-04-1105,B,Mandalay,Member,Health and beauty,97.22,9.0,43.749,874.98,0,0.25
Male,423-57-2993,B,Mandalay,Normal,Sports and travel,93.39,6.0,28.017,560.34,0,0.25
Male,275-28-0149,A,Yangon,Normal,Sports and travel,63.69,1.0,3.1845,63.69,0,0.25
Male,101-17-6199,A,Yangon,Normal,Food and beverages,45.79,7.0,160.265,320.53,0,0.25
Male,423-80-0988,C,Naypyitaw,Normal,Sports and travel,76.4,2.0,7.64,152.8,0,0.25
Male,548-46-9322,B,Mandalay,Normal,Food and beverages,39.9,10.0,19.95,399.0,0,0.25
Male,505-02-0892,B,Mandalay,Member,Health and beauty,42.57,8.0,17.028,340.56,0,0.25
Male,234-65-2137,C,Naypyitaw,Normal,Home and lifestyle,95.58,10.0,47.79,955.8,0,0.25
Male,687-47-8271,A,Yangon,Normal,Fashion accessories,98.98,10.0,49.49,989.8000000000001,0,0.25
Male,796-32-9050,A,Yangon,Normal,Food and beverages,51.28,6.0,15.384,307.68,0,0.25
Male,105-31-1824,A,Yangon,Member,Sports and travel,69.52,7.0,24.332,486.64,0,0.25
Male,249-42-3782,A,Yangon,Normal,Health and beauty,70.01,5.0,175.025,350.05,0,0.25
Male,316-55-4634,B,Mandalay,Member,Food and beverages,80.05,5.0,200.125,400.25,0,0.25
Male,733-33-4967,C,Naypyitaw,Normal,Electronic accessories,20.85,8.0,8.34,166.8,1,0.25
Male,608-27-6295,B,Mandalay,Member,Electronic accessories,52.89,6.0,15.867,317.34000000000003,0,0.25
Male,414-12-7047,B,Mandalay,Normal,Food and beverages,19.79,8.0,7.916,158.32,1,0.25
Male,827-26-2100,A,Yangon,Member,Home and lifestyle,33.84,9.0,15.228,304.56000000000006,1,0.25
Male,175-54-2529,A,Yangon,Member,Food and beverages,22.17,8.0,8.868,177.36,1,0.25
Male,407-63-8975,A,Yangon,Normal,Food and beverages,73.88,6.0,22.164,443.28,0,0.25
Male,342-65-4817,C,Naypyitaw,Member,Health and beauty,86.8,3.0,13.02,260.4,0,0.25
Male,130-98-8941,C,Naypyitaw,Normal,Fashion accessories,64.26,7.0,22.491,449.82000000000005,0,0.25
Male,434-83-9547,C,Naypyitaw,Member,Food and beverages,38.47,8.0,15.388,307.76,0,0.25
Male,851-28-6367,A,Yangon,Member,Sports and travel,15.5,10.0,7.75,155.0,1,0.25
Male,824-88-3614,C,Naypyitaw,Normal,Health and beauty,34.31,8.0,13.724,274.48,0,0.25
Male,895-66-0685,B,Mandalay,Member,Food and beverages,18.08,3.0,2.712,54.239999999999995,1,0.25
Male,732-04-5373,B,Mandalay,Member,Home and lifestyle,46.47,4.0,9.294,185.88,0,0.25
Male,400-60-7251,A,Yangon,Normal,Home and lifestyle,74.07,1.0,3.7035,74.07,0,0.25
Male,641-43-2399,B,Mandalay,Normal,Home and lifestyle,25.55,4.0,5.11,102.2,1,0.25
Male,831-07-6050,A,Yangon,Normal,Electronic accessories,32.71,5.0,8.1775,163.55,0,0.25
Male,848-24-9445,C,Naypyitaw,Member,Health and beauty,43.7,2.0,4.37,87.4,0,0.25
Male,699-01-4164,C,Naypyitaw,Normal,Health and beauty,41.5,4.0,8.3,166.0,0,0.25
Male,426-39-2418,C,Naypyitaw,Normal,Electronic accessories,61.41,7.0,214.935,429.87,0,0.25
Male,875-46-5808,B,Mandalay,Member,Health and beauty,25.9,10.0,12.95,259.0,1,0.25
Male,394-43-4238,B,Mandalay,Member,Home and lifestyle,17.77,5.0,4.4425,88.85,1,0.25
Male,888-02-0338,A,Yangon,Normal,Electronic accessories,26.23,9.0,11.8035,236.07,1,0.25
Male,142-63-6033,B,Mandalay,Normal,Home and lifestyle,92.36,5.0,23.09,461.8,0,0.25
Male,656-16-1063,B,Mandalay,Normal,Sports and travel,46.42,3.0,6.963,139.26,0,0.25
Male,802-43-8934,A,Yangon,Normal,Home and lifestyle,18.28,1.0,914.0,18.28,1,0.25
Male,549-03-9315,B,Mandalay,Normal,Fashion accessories,94.87,8.0,37.948,758.96,0,0.25
Male,239-36-3640,B,Mandalay,Normal,Electronic accessories,45.35,6.0,13.605,272.1,0,0.25
Male,468-01-2051,B,Mandalay,Normal,Food and beverages,62.08,7.0,21.728,434.56,0,0.25
Male,389-25-3394,C,Naypyitaw,Normal,Electronic accessories,11.81,5.0,2.9525,59.050000000000004,1,0.25
Male,213-72-6612,A,Yangon,Normal,Food and beverages,43.25,2.0,4.325,86.5,0,0.25
Male,836-82-5858,B,Mandalay,Member,Health and beauty,69.37,9.0,312.165,624.33,0,0.25
Male,583-72-1480,C,Naypyitaw,Member,Electronic accessories,37.06,4.0,7.412,148.24,0,0.25
Male,269-04-5750,B,Mandalay,Member,Fashion accessories,73.82,4.0,14.764,295.28,0,0.25
Male,157-13-5295,A,Yangon,Member,Health and beauty,51.94,10.0,25.97,519.4,0,0.25
Male,211-30-9270,C,Naypyitaw,Normal,Health and beauty,17.41,5.0,4.3525,87.05,1,0.25
Male,478-06-7835,A,Yangon,Normal,Fashion accessories,89.69,1.0,4.4845,89.69,0,0.25
Male,540-11-4336,A,Yangon,Normal,Food and beverages,24.94,9.0,11.223,224.46,1,0.25
Male,448-81-5016,A,Yangon,Normal,Health and beauty,59.77,2.0,5.977,119.54,0,0.25
Male,142-72-4741,C,Naypyitaw,Member,Fashion accessories,93.2,2.0,9.32,186.4,0,0.25
Male,217-58-1179,A,Yangon,Member,Home and lifestyle,62.65,4.0,12.53,250.6,0,0.25
Male,376-02-8238,B,Mandalay,Normal,Home and lifestyle,93.87,8.0,37.548,750.96,0,0.25
Male,530-90-9855,A,Yangon,Member,Home and lifestyle,47.59,8.0,19.036,380.72,0,0.25
Male,604-70-6476,A,Yangon,Member,Fashion accessories,17.94,5.0,4.485,89.7,1,0.25
Male,799-71-1548,A,Yangon,Member,Electronic accessories,77.72,4.0,15.544,310.88,0,0.25
Male,785-13-7708,B,Mandalay,Normal,Food and beverages,73.06,7.0,25.571,511.42,0,0.25
Male,845-51-0542,B,Mandalay,Member,Food and beverages,46.55,9.0,209.475,418.95,0,0.25
Male,662-47-5456,C,Naypyitaw,Member,Fashion accessories,35.19,10.0,17.595,351.9,1,0.25
Male,290-68-2984,A,Yangon,Normal,Home and lifestyle,23.75,4.0,4.75,95.0,1,0.25
Male,704-11-6354,A,Yangon,Member,Home and lifestyle,58.9,8.0,23.56,471.2,0,0.25
Male,110-48-7033,B,Mandalay,Member,Fashion accessories,32.62,4.0,6.524,130.48,1,0.25
Male,366-93-0948,A,Yangon,Member,Electronic accessories,66.35,1.0,3.3175,66.35,0,0.25
Male,729-09-9681,A,Yangon,Member,Home and lifestyle,25.91,6.0,7.773,155.46,1,0.25
Male,151-16-1484,A,Yangon,Member,Electronic accessories,32.25,4.0,6.45,129.0,0,0.25
Male,380-94-4661,C,Naypyitaw,Member,Electronic accessories,65.94,4.0,13.188,263.76,0,0.25
Male,154-74-7179,B,Mandalay,Normal,Sports and travel,54.45,1.0,2.7225,54.45,0,0.25
Male,808-65-0703,C,Naypyitaw,Normal,Home and lifestyle,35.47,4.0,7.094,141.88,0,0.25
Male,144-51-6085,A,Yangon,Member,Home and lifestyle,70.74,4.0,14.148,282.96,0,0.25
Male,566-19-5475,B,Mandalay,Normal,Fashion accessories,47.97,7.0,167.895,335.78999999999996,0,0.25
Male,537-72-0426,C,Naypyitaw,Member,Fashion accessories,70.99,10.0,35.495,709.9,0,0.25
Male,828-61-5674,A,Yangon,Member,Sports and travel,44.02,10.0,22.01,440.20000000000005,0,0.25
Male,523-38-0215,C,Naypyitaw,Normal,Home and lifestyle,37.0,1.0,1.85,37.0,0,0.25
Male,667-92-0055,A,Yangon,Member,Health and beauty,99.83,6.0,29.949,598.98,0,0.25
Male,498-41-1961,B,Mandalay,Normal,Health and beauty,66.68,5.0,16.67,333.40000000000003,0,0.25
Male,593-95-4461,C,Naypyitaw,Member,Home and lifestyle,74.86,1.0,3.743,74.86,0,0.25
Male,139-20-0155,B,Mandalay,Member,Electronic accessories,40.3,10.0,20.15,403.0,0,0.25
Male,558-80-4082,C,Naypyitaw,Normal,Electronic accessories,27.85,7.0,9.7475,194.95000000000002,1,0.25
Male,585-03-5943,B,Mandalay,Normal,Health and beauty,18.11,10.0,9.055,181.1,1,0.25
Male,727-75-6477,C,Naypyitaw,Normal,Electronic accessories,28.84,4.0,5.768,115.36,0,0.25
Male,744-02-5987,A,Yangon,Member,Home and lifestyle,78.38,6.0,23.514,470.28,0,0.25
Male,307-83-9164,A,Yangon,Member,Home and lifestyle,60.01,4.0,12.002,240.04,0,0.25
Male,446-47-6729,C,Naypyitaw,Normal,Fashion accessories,99.82,2.0,9.982,199.64,0,0.25
Male,573-10-3877,B,Mandalay,Member,Health and beauty,39.01,1.0,1.9505,39.01,0,0.25
Male,735-06-4124,C,Naypyitaw,Normal,Food and beverages,48.61,1.0,2.4305,48.61,0,0.25
Male,411-77-0180,A,Yangon,Member,Electronic accessories,72.2,7.0,25.27,505.40000000000003,0,0.25
Male,532-59-7201,B,Mandalay,Member,Sports and travel,79.93,6.0,23.979,479.58000000000004,0,0.25
Male,181-94-6432,C,Naypyitaw,Member,Fashion accessories,69.33,2.0,6.933,138.66,0,0.25
Male,174-36-3675,C,Naypyitaw,Member,Food and beverages,99.37,2.0,9.937,198.74,0,0.25
Male,603-07-0961,C,Naypyitaw,Member,Electronic accessories,74.79,5.0,186.975,373.95000000000005,0,0.25
Male,787-15-1757,C,Naypyitaw,Member,Health and beauty,44.07,4.0,8.814,176.28,0,0.25
Male,372-94-8041,A,Yangon,Normal,Health and beauty,15.26,6.0,4.578,91.56,1,0.25
Male,746-54-5508,A,Yangon,Normal,Home and lifestyle,21.52,6.0,6.456,129.12,1,0.25
Male,276-54-0879,B,Mandalay,Normal,Sports and travel,97.74,4.0,19.548,390.96,0,0.25
Male,815-11-1168,A,Yangon,Member,Food and beverages,99.78,5.0,24.945,498.9,0,0.25
Male,719-76-3868,C,Naypyitaw,Member,Food and beverages,94.26,4.0,18.852,377.04,0,0.25
Male,730-61-8757,B,Mandalay,Member,Health and beauty,51.13,4.0,10.226,204.52,0,0.25
Male,340-66-0321,A,Yangon,Member,Electronic accessories,36.36,4.0,7.272,145.44,0,0.25
Male,868-81-1752,B,Mandalay,Normal,Home and lifestyle,22.02,9.0,9.909,198.18,1,0.25
Male,634-97-8956,A,Yangon,Normal,Food and beverages,32.9,3.0,4.935,98.69999999999999,1,0.25
Male,566-71-1091,A,Yangon,Normal,Fashion accessories,77.02,5.0,19.255,385.09999999999997,0,0.25
Male,442-48-3607,A,Yangon,Member,Food and beverages,23.48,2.0,2.348,46.96,1,0.25
Male,835-16-0096,C,Naypyitaw,Member,Sports and travel,14.7,5.0,3.675,73.5,1,0.25
Male,898-04-2717,A,Yangon,Normal,Fashion accessories,76.4,9.0,34.38,687.6,0,0.25
Male,378-07-7001,B,Mandalay,Member,Electronic accessories,48.09,3.0,7.2135,144.27,0,0.25
Male,150-89-8043,A,Yangon,Normal,Sports and travel,44.65,3.0,6.6975,133.95,0,0.25
Male,441-94-7118,A,Yangon,Member,Electronic accessories,71.95,1.0,3.5975,71.95,0,0.25
Male,531-80-1784,A,Yangon,Normal,Electronic accessories,26.02,7.0,9.107,182.14,1,0.25
Male,834-61-8124,A,Yangon,Normal,Electronic accessories,51.69,7.0,180.915,361.83,0,0.25
Male,565-67-6697,B,Mandalay,Member,Home and lifestyle,27.0,9.0,12.15,243.0,1,0.25
Male,453-63-6187,B,Mandalay,Normal,Electronic accessories,27.5,3.0,4.125,82.5,1,0.25
Male,578-80-7669,B,Mandalay,Normal,Sports and travel,74.97,1.0,3.7485,74.97,0,0.25
Male,612-36-5536,A,Yangon,Member,Food and beverages,80.96,8.0,32.384,647.68,0,0.25
Male,471-41-2823,C,Naypyitaw,Normal,Food and beverages,99.79,2.0,9.979,199.58,0,0.25
Male,462-67-9126,A,Yangon,Normal,Home and lifestyle,73.22,6.0,21.966,439.32,0,0.25
Male,468-88-0009,A,Yangon,Member,Home and lifestyle,65.94,4.0,13.188,263.76,0,0.25
Male,254-31-0042,A,Yangon,Member,Electronic accessories,21.5,9.0,9.675,193.5,1,0.25
Male,382-25-8917,C,Naypyitaw,Normal,Fashion accessories,42.08,6.0,12.624,252.48,0,0.25
Male,743-88-1662,C,Naypyitaw,Normal,Sports and travel,95.49,7.0,334.215,668.43,0,0.25
Male,595-86-2894,C,Naypyitaw,Member,Fashion accessories,96.98,4.0,19.396,387.92,0,0.25
Male,289-15-7034,A,Yangon,Member,Sports and travel,82.33,4.0,16.466,329.32,0,0.25
Male,525-88-7307,B,Mandalay,Member,Sports and travel,75.82,1.0,3.791,75.82,0,0.25
Male,689-16-9784,C,Naypyitaw,Normal,Food and beverages,46.77,6.0,14.031,280.62,0,0.25
Male,596-42-3999,B,Mandalay,Normal,Food and beverages,18.22,7.0,6.377,127.53999999999999,1,0.25
Male,563-36-9814,A,Yangon,Member,Electronic accessories,76.82,1.0,3.841,76.82,0,0.25
Male,760-54-1821,B,Mandalay,Normal,Home and lifestyle,13.59,9.0,6.1155,122.31,1,0.25
Male,346-12-3257,B,Mandalay,Member,Electronic accessories,19.24,9.0,8.658,173.16,1,0.25
Male,651-61-0874,C,Naypyitaw,Normal,Home and lifestyle,46.22,4.0,9.244,184.88,0,0.25
Male,236-86-3015,C,Naypyitaw,Member,Home and lifestyle,13.98,1.0,699.0,13.98,1,0.25
Male,882-40-4577,A,Yangon,Member,Sports and travel,67.26,4.0,13.452,269.04,0,0.25
Male,732-67-5346,A,Yangon,Normal,Food and beverages,13.79,5.0,3.4475,68.94999999999999,1,0.25
Male,569-71-4390,B,Mandalay,Normal,Sports and travel,21.87,2.0,2.187,43.74,1,0.25
Male,132-23-6451,A,Yangon,Member,Health and beauty,20.97,5.0,5.2425,104.85,1,0.25
Male,696-90-2548,A,Yangon,Normal,Sports and travel,25.84,3.0,3.876,77.52,1,0.25
Male,472-15-9636,A,Yangon,Normal,Home and lifestyle,50.93,8.0,20.372,407.44,0,0.25
Male,268-03-6164,B,Mandalay,Normal,Health and beauty,96.11,1.0,4.8055,96.11,0,0.25
Male,301-81-8610,B,Mandalay,Member,Fashion accessories,25.42,8.0,10.168,203.36,1,0.25
Male,489-64-4354,C,Naypyitaw,Normal,Fashion accessories,16.28,1.0,814.0,16.28,1,0.25
Male,198-84-7132,B,Mandalay,Member,Fashion accessories,40.61,9.0,182.745,365.49,0,0.25
Male,269-10-8440,A,Yangon,Member,Health and beauty,53.17,7.0,186.095,372.19,0,0.25
Male,741-73-3559,B,Mandalay,Normal,Sports and travel,67.27,5.0,168.175,336.34999999999997,0,0.25
Male,286-75-7818,B,Mandalay,Normal,Fashion accessories,69.08,2.0,6.908,138.16,0,0.25
Male,574-57-9721,C,Naypyitaw,Normal,Food and beverages,43.27,2.0,4.327,86.54,0,0.25
Male,616-87-0016,B,Mandalay,Normal,Fashion accessories,95.54,7.0,33.439,668.7800000000001,0,0.25
Male,751-69-0068,C,Naypyitaw,Normal,Sports and travel,99.24,9.0,44.658,893.16,0,0.25
Male,257-73-1380,C,Naypyitaw,Member,Sports and travel,82.93,4.0,16.586,331.72,0,0.25
Male,345-08-4992,A,Yangon,Normal,Home and lifestyle,33.99,6.0,10.197,203.94,1,0.25
Male,549-96-4200,C,Naypyitaw,Member,Food and beverages,17.04,4.0,3.408,68.16,1,0.25
Male,450-28-2866,C,Naypyitaw,Member,Food and beverages,17.44,5.0,4.36,87.2,1,0.25
Male,192-98-7397,C,Naypyitaw,Normal,Fashion accessories,12.78,1.0,639.0,12.78,1,0.25
Male,235-46-8343,C,Naypyitaw,Member,Food and beverages,27.66,10.0,13.83,276.6,1,0.25
Male,453-12-7053,C,Naypyitaw,Normal,Fashion accessories,45.74,3.0,6.861,137.22,0,0.25
Male,744-09-5786,B,Mandalay,Normal,Electronic accessories,22.01,6.0,6.603,132.06,1,0.25
Male,568-88-3448,A,Yangon,Normal,Health and beauty,25.0,1.0,1.25,25.0,1,0.25
Male,187-83-5490,A,Yangon,Member,Electronic accessories,20.77,4.0,4.154,83.08,1,0.25
Male,533-33-5337,B,Mandalay,Normal,Electronic accessories,79.39,10.0,39.695,793.9,0,0.25
Male,729-46-7422,C,Naypyitaw,Normal,Food and beverages,35.89,1.0,1.7945,35.89,0,0.25
Male,639-76-1242,C,Naypyitaw,Normal,Food and beverages,40.52,5.0,10.13,202.60000000000002,0,0.25
Male,470-32-9057,A,Yangon,Member,Food and beverages,51.34,5.0,12.835,256.70000000000005,0,0.25
Male,554-53-3790,B,Mandalay,Normal,Sports and travel,37.02,6.0,11.106,222.12,0,0.25
Male,746-19-0921,C,Naypyitaw,Normal,Food and beverages,21.58,1.0,1.079,21.58,1,0.25
Male,405-31-3305,A,Yangon,Member,Fashion accessories,43.13,10.0,21.565,431.3,0,0.25
Male,731-59-7531,B,Mandalay,Member,Health and beauty,72.57,8.0,29.028,580.56,0,0.25
Male,502-05-1910,A,Yangon,Normal,Health and beauty,65.18,3.0,9.777,195.54000000000002,0,0.25
Male,598-47-9715,C,Naypyitaw,Normal,Electronic accessories,84.07,4.0,16.814,336.28,0,0.25
Male,701-69-8742,B,Mandalay,Normal,Sports and travel,34.37,10.0,17.185,343.7,1,0.25
Male,575-67-1508,A,Yangon,Normal,Electronic accessories,38.6,1.0,1.93,38.6,0,0.25
Male,541-08-3113,C,Naypyitaw,Normal,Food and beverages,65.97,8.0,26.388,527.76,0,0.25
Male,674-15-9296,A,Yangon,Normal,Sports and travel,37.14,5.0,9.285,185.7,0,0.25
Male,305-18-3552,B,Mandalay,Member,Home and lifestyle,60.38,10.0,30.19,603.8000000000001,0,0.25
Male,795-49-7276,A,Yangon,Normal,Fashion accessories,37.15,4.0,7.43,148.6,0,0.25
Male,556-72-8512,C,Naypyitaw,Normal,Home and lifestyle,22.96,1.0,1.148,22.96,1,0.25
Male,437-53-3084,B,Mandalay,Normal,Fashion accessories,99.89,2.0,9.989,199.78,0,0.25
Male,632-32-4574,B,Mandalay,Normal,Sports and travel,75.92,8.0,30.368,607.36,0,0.25
Male,277-63-2961,B,Mandalay,Member,Sports and travel,73.97,1.0,3.6985,73.97,0,0.25
Male,620-02-2046,C,Naypyitaw,Normal,Home and lifestyle,69.4,2.0,6.94,138.8,0,0.25
Male,511-54-3087,B,Mandalay,Normal,Sports and travel,88.45,1.0,4.4225,88.45,0,0.25
Male,726-29-6793,A,Yangon,Member,Electronic accessories,24.18,8.0,9.672,193.44,1,0.25
Male,291-21-5991,B,Mandalay,Member,Health and beauty,61.29,5.0,153.225,306.45,0,0.25
Male,189-52-0236,A,Yangon,Normal,Electronic accessories,99.55,7.0,348.425,696.85,0,0.25
Male,503-07-0930,C,Naypyitaw,Member,Sports and travel,58.39,7.0,204.365,408.73,0,0.25
Male,425-85-2085,B,Mandalay,Member,Health and beauty,54.86,5.0,13.715,274.3,0,0.25
Male,521-18-7827,C,Naypyitaw,Member,Home and lifestyle,39.39,5.0,9.8475,196.95,0,0.25
Male,220-28-1851,A,Yangon,Normal,Home and lifestyle,34.73,2.0,3.473,69.46,0,0.25
Male,600-38-9738,C,Naypyitaw,Member,Sports and travel,71.92,5.0,17.98,359.6,0,0.25
Male,133-14-7229,C,Naypyitaw,Normal,Health and beauty,62.87,2.0,6.287,125.74,0,0.25
Male,534-01-4457,A,Yangon,Normal,Food and beverages,81.71,6.0,24.513,490.26,0,0.25
Male,286-62-6248,B,Mandalay,Normal,Fashion accessories,39.21,4.0,7.842,156.84,0,0.25
Male,339-38-9982,B,Mandalay,Member,Fashion accessories,59.86,2.0,5.986,119.72,0,0.25
Male,827-77-7633,A,Yangon,Normal,Sports and travel,98.09,9.0,441.405,882.8100000000001,0,0.25
Male,287-83-1405,A,Yangon,Normal,Health and beauty,25.43,6.0,7.629,152.57999999999998,1,0.25
Male,435-13-4908,A,Yangon,Member,Fashion accessories,86.68,8.0,34.672,693.44,0,0.25
Male,857-67-9057,B,Mandalay,Normal,Electronic accessories,22.95,10.0,11.475,229.5,1,0.25
Male,583-41-4548,C,Naypyitaw,Normal,Home and lifestyle,16.67,7.0,5.8345,116.69000000000001,1,0.25
Male,643-38-7867,A,Yangon,Normal,Home and lifestyle,97.94,1.0,4.897,97.94,0,0.25
Male,460-35-4390,A,Yangon,Normal,Home and lifestyle,30.68,3.0,4.602,92.03999999999999,1,0.25
Male,343-87-0864,C,Naypyitaw,Member,Health and beauty,75.88,1.0,3.794,75.88,0,0.25
Male,243-47-2663,C,Naypyitaw,Member,Electronic accessories,18.77,6.0,5.631,112.62,1,0.25
Male,701-23-5550,B,Mandalay,Member,Home and lifestyle,38.81,4.0,7.762,155.24,0,0.25
Male,541-48-8554,A,Yangon,Normal,Sports and travel,60.95,9.0,274.275,548.5500000000001,0,0.25
Male,747-58-7183,B,Mandalay,Normal,Fashion accessories,57.27,3.0,8.5905,171.81,0,0.25
Male,399-69-4630,C,Naypyitaw,Normal,Electronic accessories,22.21,6.0,6.663,133.26,1,0.25
Male,134-75-2619,A,Yangon,Member,Electronic accessories,19.32,7.0,6.762,135.24,1,0.25
Male,356-44-8813,B,Mandalay,Normal,Home and lifestyle,37.48,3.0,5.622,112.44,0,0.25
Male,712-39-0363,A,Yangon,Member,Food and beverages,41.66,6.0,12.498,249.95999999999998,0,0.25
Male,174-75-0888,B,Mandalay,Normal,Electronic accessories,21.58,9.0,9.711,194.21999999999997,1,0.25
Male,866-99-7614,C,Naypyitaw,Normal,Food and beverages,89.2,10.0,44.6,892.0,0,0.25
Male,760-90-2357,A,Yangon,Member,Electronic accessories,74.51,6.0,22.353,447.06000000000006,0,0.25
Male,514-37-2845,B,Mandalay,Normal,Fashion accessories,99.25,2.0,9.925,198.5,0,0.25
Male,343-61-3544,B,Mandalay,Member,Sports and travel,26.67,10.0,13.335,266.70000000000005,1,0.25
Male,239-48-4278,A,Yangon,Member,Food and beverages,10.13,7.0,3.5455,70.91000000000001,1,0.25
Male,355-34-6244,B,Mandalay,Normal,Food and beverages,72.39,2.0,7.239,144.78,0,0.25
Male,550-84-8664,A,Yangon,Normal,Sports and travel,85.91,5.0,214.775,429.54999999999995,0,0.25
Male,339-96-8318,B,Mandalay,Member,Fashion accessories,81.31,7.0,284.585,569.1700000000001,0,0.25
Male,458-61-0011,B,Mandalay,Normal,Food and beverages,60.3,4.0,12.06,241.2,0,0.25
Male,592-34-6155,C,Naypyitaw,Normal,Food and beverages,31.77,4.0,6.354,127.08,1,0.25
